124	1	-999	3	1	2	1	5	
125	7	-9	5	1	2	3	8	
126	6	-9	2	0	1	1	5	
127	1	40	5	1	2	1	8	
128	1	41	2	1	2	1	-999	
129	3	-9	6	1	1	3	3	
130	9	-9	4	1	2	3	-9	
131	6	-9	2	0	1	3	-9	
132	1	38	4	1	1	2	3	
133	3	-9	5	1	1	2	2	
134	1	59	3	1	1	1	11	
135	1	39	4	1	1	1	8	
136	5	-9	7	1	2	2	8	
137	2	53	6	1	2	1	2	
138	1	34	-999	1	1	3	1	
139	5	39	5	1	2	3	4	
140	6	-9	2	1	1	1	-9	
141	1	18	4	1	2	1	11	
142	6	-9	2	0	2	1	-9	
143	1	-999	5	1	2	1	12	
144	1	49	-999	1	1	2	8	
145	1	59	4	1	1	-999	9	
146	7	-9	3	1	2	2	8	
147	1	44	2	1	2	1	7	
148	5	-9	8	1	-999	3	3	
149	6	-9	2	0	1	3	5	
150	6	-9	2	0	1	2	-9	
151	3	-999	5	1	1	1	12	
152	3	-9	2	1	-999	2	-9	
153	1	37	3	1	-999	2	6	
154	3	-9	4	1	1	2	3	
155	1	47	3	1	2	1	7	
156	1	34	5	1	1	1	8	
157	1	38	5	1	2	1	10	
158	7	-9	3	1	2	1	-9	
159	1	49	4	1	1	2	4	
160	1	43	5	1	2	1	4	
161	5	-9	8	1	1	1	4	
162	1	36	6	1	1	1	11	
163	1	35	3	1	2	1	6	
164	4	4	2	0	2	1	12	
165	1	40	3	1	1	1	6	
166	1	42	4	-999	2	2	11	
167	5	-9	8	1	1	3	3	
168	1	47	5	1	2	1	9	
169	1	43	4	1	2	-999	4	
170	1	28	5	1	2	1	11	
171	7	-9	3	1	2	1	5	
172	4	9	2	0	1	1	4	
173	5	-9	8	1	1	4	3	
174	5	-999	8	1	2	5	4	
175	1	2	7	1	1	4	6	
176	1	34	3	1	1	2	10	
177	1	32	4	1	2	2	4	
178	1	43	5	1	2	1	11	
179	5	-9	8	1	2	2	2	
180	6	-9	2	0	2	2	-999	
181	1	47	4	1	1	1	4	
182	5	-9	8	1	2	2	10	
183	5	-9	7	1	2	3	10	
184	5	-9	7	1	2	2	5	
185	1	57	7	1	2	2	5	
186	3	-9	5	1	2	-999	5	
187	8	-9	3	1	2	3	-9	
188	1	17	2	1	1	1	8	
189	5	-9	7	1	1	3	4	
190	6	-9	3	0	2	1	4	
191	1	26	6	1	1	2	4	
192	1	38	5	1	-999	1	10	
193	5	-9	7	1	2	2	10	
194	9	-9	3	1	2	2	6	
195	5	-9	8	1	1	3	10	
196	8	-9	4	1	2	4	-9	
197	7	-9	3	1	2	-999	4	
198	5	-9	7	1	2	4	11	
199	5	-9	8	1	2	3	8	
200	7	-9	3	1	2	2	4	
201	3	-9	-999	1	1	3	5	
202	1	37	5	1	1	3	4	
203	3	-9	2	1	1	2	3	
204	3	-9	5	1	1	1	2	
205	1	6	6	1	1	1	10	
206	8	-9	6	1	2	4	-999	
207	1	36	5	1	1	1	4	
208	1	33	5	1	1	1	-999	
209	1	41	3	1	2	1	8	
210	5	-9	7	1	1	3	6	
211	1	31	2	1	2	1	4	
212	5	-9	7	1	2	2	9	
213	9	-9	6	1	2	5	-9	
214	1	42	4	1	2	1	9	
215	8	-9	4	1	2	2	4	
216	5	-9	7	1	2	4	11	
217	1	41	3	1	1	2	8	
218	5	-9	7	1	2	2	-9	
219	5	-9	6	1	1	2	2	
220	7	19	6	1	2	2	11	
221	5	-9	8	1	2	4	9	
222	5	-999	7	1	1	1	2	
223	7	21	6	1	2	1	11	
224	7	-9	4	-999	2	2	-9	
225	5	-9	7	1	1	1	4	
226	1	27	3	-999	1	1	7	
227	1	-999	3	1	2	2	11	
228	5	-9	7	1	1	2	6	
229	1	23	6	1	2	1	4	
230	5	-9	8	1	2	2	9	
231	9	-9	2	1	1	3	-9	
232	1	39	5	1	2	3	10	
233	5	-9	6	1	2	2	4	
234	1	22	4	1	2	1	4	
235	1	19	2	1	2	1	12	
236	8	-9	-999	1	1	2	11	
237	5	-999	6	1	1	4	8	
238	1	-999	5	1	2	1	11	
239	1	41	5	1	1	2	2	
240	2	42	4	1	1	2	3	
241	1	27	3	1	2	1	11	
242	6	-9	2	0	2	1	-9	
243	5	-9	8	1	2	4	5	
244	1	43	6	1	2	2	10	
245	1	29	6	1	2	2	12	
246	1	33	3	1	2	1	11	
247	1	32	4	1	2	1	11	
248	5	-9	6	1	2	3	-9	
249	9	51	6	1	1	1	10	
250	1	44	5	1	2	2	11	
251	7	-9	5	1	1	2	10	
252	1	46	3	1	1	1	6	
253	2	42	4	1	1	1	3	
254	1	44	4	1	1	2	-999	
255	1	2	7	-999	2	2	9	
256	9	-9	2	1	1	1	-9	
257	1	36	3	1	1	2	4	
258	1	-999	3	1	2	2	4	
259	3	-9	4	1	1	1	-999	
260	1	24	4	1	-999	2	12	
261	5	-9	8	1	-999	2	9	
262	8	-9	4	1	1	1	2	
263	1	49	3	1	-999	1	11	
264	1	34	3	1	2	1	4	
265	1	47	4	1	1	2	10	
266	3	-9	5	1	1	-999	2	
267	7	-9	4	1	2	1	7	
268	1	19	4	1	2	1	10	
269	1	41	7	1	1	-999	6	
270	1	32	3	1	1	1	2	
271	6	-9	2	-999	1	1	-9	
272	1	18	5	1	2	1	4	
273	5	-9	8	1	2	4	8	
274	1	36	8	1	2	2	-999	
275	3	34	5	1	2	1	4	
276	1	-999	5	1	2	2	5	
277	5	-9	7	1	2	1	11	
278	1	36	-999	1	2	1	11	
279	1	33	6	1	2	1	11	
280	1	31	5	1	2	1	10	
281	8	-9	2	-999	2	5	-9	
282	1	25	5	1	2	2	8	
283	1	35	3	1	-999	3	11	
284	1	20	5	1	2	1	5	
285	5	-9	6	1	1	3	7	
286	1	22	5	1	2	1	4	
287	1	17	6	1	2	1	8	
288	8	-9	6	1	1	4	4	
289	8	-9	6	1	1	4	6	
290	1	47	6	1	1	3	4	
291	1	46	-999	1	2	2	9	
292	3	-9	5	1	2	-999	2	
293	1	25	5	-999	2	2	11	
294	1	23	5	1	1	1	4	
295	3	-9	3	1	1	1	11	
296	1	18	5	1	1	3	4	
297	1	37	3	1	1	1	3	
298	1	40	5	1	2	2	11	
299	5	-9	7	1	2	4	4	
300	3	-9	3	1	1	3	-9	
301	8	-9	5	1	2	4	10	
302	9	-9	2	1	2	1	-9	
303	8	-9	6	1	2	3	8	
304	1	47	3	1	1	2	9	
305	1	-999	6	1	1	2	11	
306	1	46	3	1	2	1	12	
307	1	-999	2	1	2	1	11	
308	1	36	5	1	2	2	11	
309	1	47	2	1	1	2	5	
310	7	-9	3	1	2	2	-9	
311	3	-9	4	1	1	1	8	
312	5	-9	5	1	2	4	4	
313	1	44	2	1	1	1	8	
314	5	-9	7	1	1	1	2	
315	1	26	5	1	2	2	7	
316	4	-9	2	0	2	1	4	
317	2	39	-999	1	1	2	3	
318	8	-9	6	1	-999	4	-9	
319	1	-999	4	1	1	2	6	
320	3	-9	6	1	1	2	3	
321	8	-9	6	1	1	5	2	
322	1	35	4	1	1	2	8	
323	1	7	4	1	2	1	9	
324	5	-9	7	1	2	2	-999	
325	5	-9	7	1	1	2	2	
326	3	-9	4	1	1	1	8	
327	7	-9	-999	1	2	3	-9	
328	8	-9	6	1	1	4	4	
329	1	34	4	1	2	1	8	
330	1	28	6	1	2	1	11	
331	1	37	3	1	2	1	10	
332	4	7	2	0	2	1	12	
333	1	25	4	1	1	1	12	
334	1	33	4	1	2	2	10	
335	2	35	4	-999	1	3	2	
336	5	-9	8	1	2	2	12	
337	1	42	3	1	1	1	2	
338	1	40	5	1	2	2	12	
339	7	-9	3	1	2	1	11	
340	9	-9	-999	1	2	1	-9	
341	1	6	7	1	2	2	4	
342	1	-9	2	1	2	1	7	
343	5	37	6	1	1	3	2	
344	1	59	4	1	1	2	3	
345	5	-9	7	1	2	2	-9	
346	5	-9	7	-999	1	1	6	
347	2	11	6	1	1	2	3	
348	3	-9	5	1	1	2	9	
349	5	-9	6	1	2	2	12	
350	6	-9	3	0	1	1	-9	
351	1	17	5	1	2	1	9	
352	3	-9	3	1	-999	2	2	
353	1	45	2	1	2	2	11	
354	1	43	5	1	2	1	11	
355	1	38	5	1	1	1	10	
356	6	-9	2	0	1	1	-9	
357	1	46	5	-999	2	2	10	
358	1	19	-999	1	2	1	10	
359	8	-9	5	1	2	3	4	
360	1	25	5	1	2	2	11	
361	7	-9	6	1	-999	3	11	
362	1	44	2	1	1	3	4	
363	1	28	4	1	2	2	7	
364	8	-9	3	1	2	4	-9	
365	6	-9	2	0	2	2	-9	
366	5	-9	8	1	1	4	8	
367	5	-9	7	1	2	4	5	
368	1	-999	5	1	2	1	8	
369	4	-9	2	0	2	-999	4	
370	1	39	2	1	1	1	-999	
371	1	22	6	1	2	2	5	
372	7	-9	5	-999	2	3	5	
373	1	22	2	1	2	1	4	
374	2	41	5	1	1	2	6	
375	2	37	4	1	1	2	6	
376	1	56	5	1	2	1	11	
377	1	47	6	1	1	2	11	
378	3	-9	6	1	2	3	5	
379	5	-9	7	1	1	2	3	
380	3	-9	4	1	2	1	-9	
381	6	-9	2	0	2	1	-9	
382	6	-9	2	0	1	1	-9	
383	1	20	3	1	2	2	8	
384	1	43	6	1	1	1	2	
385	5	-9	6	1	1	1	2	
386	1	24	3	1	1	2	11	
387	1	22	6	1	2	3	11	
388	1	-999	4	1	2	1	11	
389	5	-9	8	1	2	3	-9	
390	1	2	7	1	2	2	8	
391	3	-9	5	1	1	3	3	
392	4	-9	2	0	1	2	-9	
393	1	35	3	1	1	1	3	
394	5	-9	8	1	2	3	8	
395	1	36	6	1	2	2	8	
396	1	9	5	1	2	2	10	
397	1	31	2	1	2	2	8	
398	1	22	6	1	1	2	2	
399	8	-9	3	1	1	1	2	
400	1	46	4	1	1	1	2	
401	1	53	2	1	1	1	3	
402	9	-9	3	1	2	2	-9	
403	5	-9	7	1	1	3	4	
404	1	39	3	1	1	2	2	
405	5	-9	7	1	2	-999	4	
406	1	27	4	1	2	2	7	
407	1	23	5	1	2	1	12	
408	1	32	5	1	2	2	9	
409	5	-9	8	1	1	4	3	
410	5	-9	7	1	1	4	2	
411	1	45	4	1	2	1	11	
412	5	-9	6	1	2	2	9	
413	7	-9	3	1	2	2	6	
414	1	45	3	1	1	2	3	
415	2	-999	5	1	1	2	5	
416	1	42	5	-999	1	2	2	
417	1	45	5	1	1	1	2	
418	1	34	5	1	1	1	6	
419	1	33	4	1	2	1	10	
420	1	31	2	1	2	1	6	
421	1	27	2	1	2	2	4	
422	5	-9	7	1	2	3	10	
423	1	11	6	1	2	4	2	
424	5	-9	6	1	1	3	2	
425	1	20	6	1	1	1	-999	
426	1	41	2	1	1	2	3	
427	5	-9	6	1	2	2	10	
428	1	18	3	1	2	1	5	
429	4	-9	2	0	1	1	-9	
430	1	37	3	1	1	1	6	
431	5	-9	7	1	2	5	5	
432	7	-9	2	1	2	1	-999	
433	5	-9	7	1	2	2	9	
434	5	-999	7	1	2	1	5	
435	5	-9	8	1	2	4	10	
436	1	36	3	1	2	-999	4	
437	9	-9	3	1	2	1	11	
438	1	20	4	1	2	2	10	
439	5	-9	7	1	2	3	4	
440	5	-9	7	1	1	2	2	
441	5	-9	8	1	2	4	8	
442	5	-9	8	1	2	2	7	
443	6	-9	2	0	1	1	-9	
444	1	32	5	1	2	1	7	
445	1	29	2	1	1	1	4	
446	1	23	5	1	2	1	4	
447	8	-9	6	1	1	3	-999	
448	1	33	5	1	2	3	11	
449	2	50	5	1	1	1	4	
450	1	45	5	1	1	1	4	
451	8	-9	2	1	2	1	4	
452	3	-9	6	1	-999	4	3	
453	1	32	3	1	1	-999	2	
454	5	-9	6	1	2	2	10	
455	1	34	4	1	1	1	2	
456	9	-9	2	1	2	1	3	
457	5	-9	8	1	2	3	11	
458	1	44	6	1	1	2	3	
459	1	36	5	1	1	2	8	
460	1	6	6	1	1	3	10	
461	5	-9	8	1	2	4	10	
462	1	37	6	1	1	3	8	
463	5	-9	8	1	-999	2	7	
464	1	40	4	1	2	1	2	
465	5	-9	8	1	2	4	3	
466	1	33	2	1	1	1	11	
467	3	-9	5	1	1	2	9	
468	6	-9	2	0	2	1	-9	
469	5	-9	7	1	1	3	12	
470	1	27	5	1	2	1	4	
471	1	28	3	1	2	2	11	
472	2	39	5	1	1	3	10	
473	5	-9	8	1	2	-999	6	
474	8	-9	4	1	1	3	2	
475	1	40	3	-999	1	2	2	
476	2	26	5	1	1	2	-999	
477	8	-9	4	1	1	3	2	
478	1	45	5	1	1	1	9	
479	1	39	-999	1	2	1	11	
480	9	-9	2	1	1	3	-9	
481	5	-9	7	1	2	2	10	
482	8	-9	5	-999	2	3	-9	
483	1	42	4	1	1	1	8	
484	1	28	4	1	2	2	4	
485	3	-9	2	1	2	1	-9	
486	9	-9	-999	1	2	1	-9	
487	1	45	3	1	2	1	3	
488	5	-9	7	1	2	1	11	
489	1	38	2	1	2	2	8	
490	1	40	4	1	1	2	9	
491	1	49	4	1	1	1	4	
492	5	-9	7	1	1	2	8	
493	1	21	4	-999	2	1	6	
494	5	-9	8	1	1	2	2	
495	1	35	-999	1	1	1	2	
496	1	58	-999	1	1	1	3	
497	1	37	5	1	1	1	2	
498	5	-9	7	1	-999	4	5	
499	3	-9	3	1	1	2	2	
500	2	31	5	1	2	-999	11	
501	5	-9	8	1	2	3	-9	
502	1	47	2	1	1	1	3	
503	6	8	2	0	2	2	4	
504	8	-9	6	1	1	4	3	
505	7	-9	3	1	1	1	10	
506	1	19	3	1	2	1	11	
507	9	-9	4	1	1	3	11	
508	5	-9	7	-999	1	3	1	
509	5	-9	6	1	2	3	5	
510	1	32	4	1	1	3	6	
511	1	18	3	1	2	1	8	
512	5	-9	6	1	2	3	12	
513	1	54	5	1	1	2	6	
514	3	-9	5	1	2	1	10	
515	1	54	4	1	1	1	2	
516	1	37	3	1	1	2	2	
517	1	16	3	1	1	2	5	
518	3	-9	5	1	1	3	3	
519	1	50	6	1	1	3	3	
520	5	-9	7	1	1	2	8	
521	1	39	2	1	1	1	12	
522	2	55	3	1	1	1	3	
523	5	-9	7	1	2	3	8	
524	1	20	4	1	2	1	12	
525	3	-9	4	1	2	1	5	
526	5	-9	8	1	1	2	6	
527	3	-9	5	1	1	2	8	
528	1	28	3	1	2	2	4	
529	3	-9	5	1	1	1	4	
530	1	44	-999	1	1	5	2	
531	1	40	5	1	1	2	3	
532	4	8	3	0	2	1	11	
533	2	53	3	1	1	2	10	
534	1	53	6	1	1	3	-999	
535	5	-9	8	1	1	4	3	
536	5	-9	7	1	2	2	8	
537	5	-9	7	1	1	3	2	
538	8	-9	4	1	2	5	9	
539	5	-9	8	1	1	2	3	
540	5	-9	8	1	2	3	2	
541	1	34	3	1	2	2	2	
542	6	-9	3	0	2	1	4	
543	3	-9	4	1	2	1	9	
544	5	-9	7	1	2	-999	11	
545	2	41	5	1	1	3	6	
546	1	36	3	-999	2	1	10	
547	1	44	4	1	2	1	10	
548	5	-9	8	1	2	3	5	
549	8	-9	5	1	2	3	2	
550	5	-9	8	1	2	4	-9	
551	1	28	5	1	2	1	4	
552	5	-9	-999	1	2	3	4	
553	1	35	5	1	1	1	2	
554	1	33	2	1	2	2	10	
555	9	-9	2	1	2	2	4	
556	1	39	5	1	2	2	11	
557	1	35	3	1	2	2	6	
558	1	35	3	-999	2	2	6	
559	1	25	4	1	2	1	11	
560	1	49	6	1	1	2	6	
561	5	-999	8	1	1	3	2	
562	3	-9	2	1	2	1	5	
563	1	44	4	1	1	2	2	
564	1	47	5	1	1	3	11	
565	5	-9	7	1	2	3	8	
566	7	-9	3	1	1	2	12	
567	5	-9	7	1	1	2	4	
568	1	34	4	1	1	1	4	
569	5	-9	8	1	1	3	3	
570	1	45	3	1	1	1	11	
571	4	13	2	0	2	2	7	
572	1	43	5	1	1	1	3	
573	1	28	6	1	-999	3	2	
574	1	55	5	1	1	2	2	
575	5	-9	6	-999	2	4	-9	
576	7	-9	6	1	2	3	-9	
577	1	3	4	1	2	2	7	
578	1	31	5	1	1	1	9	
579	2	42	5	1	2	2	11	
580	1	34	5	1	2	1	9	
581	8	-9	4	1	2	3	11	
582	7	-9	7	1	2	1	1	
583	2	47	6	1	1	1	3	
584	1	46	4	1	2	1	4	
585	8	-9	4	1	1	3	-9	
586	2	35	4	1	1	1	3	
587	1	22	6	1	2	3	11	
588	5	-9	8	1	2	2	11	
589	1	23	4	1	2	2	4	
590	8	-9	4	1	1	3	8	
591	5	-9	7	1	2	3	4	
592	3	-9	6	1	1	3	2	
593	1	-999	5	1	2	2	8	
594	7	-9	3	1	2	2	5	
595	5	-9	7	1	-999	3	11	
596	1	28	4	1	2	-999	9	
597	1	36	-999	1	1	1	10	
598	5	-9	7	1	1	2	2	
599	5	-9	8	1	-999	4	2	
600	5	-9	8	1	2	3	2	
601	1	39	4	1	1	1	10	
602	1	31	5	1	1	2	6	
603	7	-9	4	1	2	1	-9	
604	5	-9	7	1	2	1	11	
605	1	53	6	1	2	-999	10	
606	1	32	3	1	2	1	8	
607	1	38	5	1	1	1	9	
608	1	27	4	1	2	1	11	
609	1	34	5	1	2	1	8	
610	5	-9	8	1	2	3	-9	
611	1	42	3	1	2	1	10	
612	1	36	3	1	2	1	8	
613	1	14	5	1	2	3	10	
614	1	16	6	1	-999	2	9	
615	1	35	6	1	1	-999	2	
616	1	51	5	1	1	3	2	
617	6	-9	2	0	1	1	-9	
618	1	42	3	1	1	1	4	
619	5	-9	6	1	2	2	9	
620	5	-9	6	1	2	2	10	
621	5	-9	7	1	2	3	10	
622	1	29	3	1	1	2	3	
623	1	24	5	1	1	3	6	
624	1	16	5	1	1	2	-999	
625	1	38	6	1	1	1	2	
626	5	-9	8	1	2	3	4	
627	5	-9	8	1	-999	5	8	
628	5	-9	7	1	-999	2	2	
629	8	-9	4	1	2	4	11	
630	1	31	3	1	1	2	4	
631	5	-9	7	1	2	4	2	
632	8	31	5	1	2	3	9	
633	1	41	3	1	1	1	12	
634	5	-9	-999	1	1	2	3	
635	1	18	4	1	2	2	11	
636	1	32	5	1	2	1	10	
637	5	-9	8	1	2	3	2	
638	5	-9	7	1	2	3	4	
639	7	-9	6	1	2	2	2	
640	5	-9	7	1	2	3	10	
641	1	-999	4	1	2	1	12	
642	1	23	4	1	2	2	12	
643	2	43	3	1	1	2	3	
644	1	20	4	1	2	1	7	
645	1	38	4	-999	1	1	2	
646	5	-9	8	1	1	3	8	
647	1	39	4	1	1	2	3	
648	1	35	4	1	1	3	4	
649	1	40	3	1	2	1	8	
650	8	-9	6	1	1	4	2	
651	1	27	3	1	2	1	12	
652	1	25	2	1	2	1	11	
653	8	-9	6	1	1	3	8	
654	5	-9	7	1	1	1	3	
655	2	-999	5	1	2	2	12	
656	1	37	5	1	-999	2	2	
657	5	-999	7	1	2	4	9	
658	1	40	5	1	1	4	10	
659	1	33	5	1	2	2	10	
660	5	-9	6	1	1	2	10	
661	1	21	4	1	2	1	11	
662	1	29	7	1	1	2	12	
663	1	26	3	1	2	2	10	
664	1	46	5	1	2	2	2	
665	5	-9	7	1	-999	2	8	
666	5	-9	8	1	2	2	11	
667	1	53	-999	1	1	5	8	
668	1	37	3	1	1	2	11	
669	3	-9	3	1	1	2	4	
670	1	17	6	1	2	1	11	
671	5	-9	6	1	2	1	11	
672	1	27	4	-999	2	2	4	
673	1	47	5	1	2	1	2	
674	1	45	4	1	1	1	6	
675	6	-9	2	0	1	3	-9	
676	5	-9	7	1	1	3	2	
677	1	17	4	1	2	2	8	
678	1	28	3	1	2	1	5	
679	5	-9	6	-999	2	4	11	
680	7	-9	6	1	2	2	4	
681	1	31	5	1	1	1	4	
682	2	46	5	1	1	1	3	
683	6	-9	3	0	2	1	-999	
684	1	46	5	1	2	2	11	
685	1	27	4	1	2	1	4	
686	1	10	4	1	2	2	4	
687	3	-9	5	1	1	1	2	
688	1	43	3	1	1	1	4	
689	1	42	3	1	2	1	11	
690	1	50	5	1	2	1	11	
691	2	38	3	1	1	1	12	
692	1	25	5	1	2	1	8	
693	1	57	5	1	2	2	11	
694	5	-9	7	1	1	4	2	
695	5	-9	5	1	2	2	2	
696	1	35	2	1	1	1	12	
697	1	-999	4	1	2	1	11	
698	3	-9	4	1	1	2	2	
699	1	21	4	1	2	2	10	
700	7	-9	3	1	2	2	5	
701	1	2	-999	1	2	1	6	
702	1	29	3	1	1	2	3	
703	2	55	6	1	2	1	4	
704	1	46	4	1	1	2	2	
705	5	-9	8	1	1	3	3	
706	1	39	5	1	2	2	-999	
707	1	47	3	1	1	1	2	
708	1	22	3	1	2	1	7	
709	7	-9	3	1	1	2	2	
710	5	-9	7	1	2	3	11	
711	3	-9	2	1	1	2	-9	
712	1	-999	4	1	1	2	8	
713	6	-9	2	0	1	1	-9	
714	5	-9	8	1	1	3	2	
715	1	56	6	1	1	1	3	
716	3	-9	2	1	2	2	4	
717	5	-9	8	1	2	3	10	
718	1	38	5	1	1	2	2	
719	6	-9	2	0	2	4	-9	
720	8	-9	4	1	2	5	8	
721	2	32	6	-999	1	2	6	
722	5	-9	8	1	1	3	8	
723	2	5	-999	1	2	2	8	
724	5	-9	7	1	2	2	10	
725	5	-9	7	1	2	3	10	
726	5	-9	7	1	1	3	2	
727	1	18	3	1	2	2	11	
728	5	-9	8	1	2	3	11	
729	4	-9	2	0	1	2	-9	
730	2	40	4	1	1	1	2	
731	1	38	7	1	1	2	-999	
732	1	33	5	1	1	2	2	
733	3	-9	2	1	2	2	6	
734	1	44	4	1	2	2	2	
735	5	-9	7	1	1	2	-999	
736	1	51	4	1	2	3	6	
737	1	37	4	1	1	1	8	
738	8	-9	5	1	2	4	-9	
739	1	33	6	1	1	2	6	
740	5	-9	8	1	-999	2	2	
741	8	-9	6	1	2	3	4	
742	5	-9	8	1	2	3	2	
743	6	-9	2	0	2	1	-9	
744	5	-9	7	1	2	2	4	
745	1	19	4	-999	2	1	8	
746	5	-9	7	1	1	4	3	
747	1	46	6	1	1	1	3	
748	8	-9	3	1	2	2	-9	
749	1	25	4	1	2	1	4	
750	5	-9	6	1	2	3	4	
751	1	17	5	1	2	2	8	
752	7	-9	5	1	2	1	8	
753	5	-9	6	1	1	3	8	
754	2	46	3	1	1	-999	4	
755	1	44	4	1	2	2	11	
756	1	23	6	1	1	2	4	
757	1	31	-999	1	2	2	2	
758	1	27	-999	1	2	1	4	
759	1	41	5	1	2	1	2	
760	2	51	5	1	1	1	2	
761	2	46	-999	1	1	2	2	
762	1	34	5	1	2	2	5	
763	7	-9	5	1	2	1	2	
764	6	-9	2	0	2	1	5	
765	5	-9	8	1	1	3	2	
766	1	32	4	1	1	1	9	
767	2	39	6	1	2	2	6	
768	9	-9	6	1	2	2	4	
769	1	5	4	1	2	1	9	
770	1	46	4	1	1	1	2	
771	5	-9	8	1	2	3	5	
772	1	45	2	1	2	1	8	
773	2	-9	8	1	1	2	2	
774	1	55	3	1	1	1	-999	
775	1	41	3	1	1	2	7	
776	1	43	3	1	-999	1	2	
777	5	-9	7	1	1	2	11	
778	1	32	3	1	1	1	12	
779	2	34	6	1	1	2	3	
780	1	47	3	1	1	1	4	
781	5	-9	8	1	2	2	2	
782	1	59	2	1	1	-999	4	
783	5	-9	7	1	1	3	6	
784	1	-999	4	1	2	1	9	
785	1	40	4	1	2	2	8	
786	3	-9	3	1	1	3	2	
787	3	37	3	1	1	3	9	
788	5	-9	7	1	2	2	10	
789	1	11	7	1	2	2	-999	
