176	9	-999	9	-999	-999
177	-999	2	2	1	3
178	1	-999	4	1	-999
179	-999	1	6	1	5
180	9	2	-9	1	2
181	1	4	1	1	5
182	5	1	2	1	8
183	1	2	3	1	5
184	1	4	7	1	6
185	5	5	-999	1	8
186	5	5	7	1	8
187	1	2	1	-999	4
188	-999	3	-999	1	7
189	1	-999	7	1	-999
190	5	2	-999	1	7
191	-999	1	3	1	3
192	-999	1	3	1	3
193	6	1	-9	0	2
194	5	5	1	1	7
195	-999	2	-999	1	4
196	1	4	4	1	4
197	1	2	3	1	5
198	8	5	-999	1	6
199	-999	1	6	1	2
200	3	1	7	1	2
201	-999	5	9	1	6
202	5	2	-999	1	7
203	7	2	1	-999	4
204	1	1	9	1	5
205	3	1	3	1	5
206	-999	3	-999	1	4
207	5	2	1	1	7
208	-999	2	2	1	5
209	-999	2	8	1	4
210	6	1	-9	0	2
211	1	-999	4	1	-999
212	5	5	9	1	8
213	-999	1	9	1	4
214	5	5	-999	1	7
215	-999	1	-9	1	2
216	-999	1	-999	1	7
217	9	3	6	1	3
218	-999	5	7	1	5
219	3	-999	3	-999	-999
220	3	2	-999	1	5
221	5	4	-999	1	8
222	-999	1	9	1	3
223	6	-999	-9	-999	-999
224	3	1	-999	1	5
225	1	-999	4	1	-999
226	1	2	-999	1	5
227	6	1	9	0	2
228	6	-999	-9	0	-999
229	4	1	7	0	2
230	5	1	3	1	6
231	6	1	-999	0	2
232	5	5	-999	1	8
233	4	1	4	0	2
234	1	1	6	1	3
235	8	2	-9	1	4
236	6	1	-9	0	2
237	-999	2	5	1	4
238	5	2	-999	1	7
239	-999	4	-999	1	6
240	5	2	8	1	6
241	1	1	9	1	4
242	-999	2	5	1	5
243	7	2	7	-999	3
244	9	-999	-9	-999	-999
245	5	2	-999	1	7
246	-999	1	4	1	4
247	-999	1	-9	1	3
248	-999	2	-999	1	3
249	1	-999	1	1	-999
250	-999	5	-999	1	8
251	5	3	-9	1	6
252	-999	2	-999	1	6
253	-999	2	6	1	6
254	1	2	7	1	3
255	1	2	4	1	5
256	1	1	5	1	2
257	-999	3	-999	1	4
258	5	5	4	1	7
259	-999	4	-999	1	5
260	-999	2	-999	1	5
261	5	2	1	-999	7
262	-999	1	6	1	2
263	2	2	5	1	4
264	5	1	-999	1	8
265	-999	2	-999	1	5
266	1	2	-999	1	5
267	-999	1	5	1	2
268	-999	4	6	1	5
269	3	1	-9	1	2
270	7	4	6	1	6
271	1	2	9	1	7
272	1	1	9	1	2
273	-999	2	5	1	3
274	3	1	7	1	3
275	1	2	2	1	4
276	7	2	-9	1	3
277	-999	4	1	1	4
278	3	1	7	1	3
279	-999	2	-999	1	6
280	1	1	8	1	3
281	9	1	-999	1	2
282	7	2	-999	1	3
283	-999	2	7	1	4
284	-999	4	5	1	5
285	7	-999	-9	-999	-999
286	1	4	2	1	5
287	9	1	-9	1	2
288	8	2	7	-999	5
289	-999	1	5	1	5
290	5	1	1	1	8
291	-999	1	7	1	3
292	8	2	7	1	6
293	1	2	2	1	3
294	-999	2	-999	1	3
295	-999	2	9	1	6
296	-999	2	-9	1	4
297	6	1	-9	0	2
298	-999	2	2	1	4
299	-999	4	-999	1	6
300	1	2	2	1	3
301	1	-999	6	-999	-999
302	1	2	4	1	4
303	5	2	-999	1	7
304	8	2	-999	1	3
305	-999	4	6	1	4
306	5	2	2	1	7
307	-999	5	-999	1	8
308	-999	2	4	1	6
309	1	2	4	1	5
310	6	-999	7	-999	-999
311	8	-999	-9	-999	-999
312	8	1	-999	1	4
313	3	4	8	1	5
314	5	2	-999	1	7
315	1	-999	2	-999	-999
316	-999	2	4	1	4
317	1	2	-999	1	5
318	-999	2	4	1	3
319	-999	2	5	1	6
320	-999	1	5	1	2
321	-999	2	-999	1	6
322	-999	3	2	1	6
323	1	-999	4	1	-999
324	-999	5	9	1	8
325	-999	2	-999	1	5
326	1	4	9	1	7
327	1	-999	9	1	-999
328	-999	1	6	1	3
329	8	2	-999	1	5
330	-999	4	8	1	6
331	-999	4	6	1	5
332	1	1	4	1	4
333	-999	5	-999	1	5
334	1	2	2	1	6
335	1	4	3	1	4
336	-999	2	2	1	5
337	-999	2	2	1	6
338	8	1	2	1	6
339	1	1	7	1	3
340	-999	4	-999	1	7
341	-999	1	7	1	3
342	-999	3	5	1	4
343	-999	4	6	1	6
344	-999	5	-999	1	6
345	-999	2	-999	1	5
346	-999	2	4	1	5
347	1	4	-999	1	5
348	-999	3	-999	1	5
349	8	2	9	1	6
350	1	-999	2	1	-999
351	-999	1	1	1	5
352	7	1	-9	1	4
353	1	2	9	-999	5
354	1	1	7	1	2
355	5	5	-999	1	8
356	8	3	9	1	4
357	1	4	4	1	6
358	-999	2	9	1	6
359	1	2	1	1	6
360	6	1	-9	0	2
361	7	1	2	-999	5
362	5	2	-999	1	8
363	1	1	6	1	2
364	5	2	-999	1	8
365	-999	4	-999	1	7
366	4	-999	6	-999	-999
367	5	5	8	1	8
368	1	3	7	-999	5
369	-999	1	1	1	4
370	4	1	-999	0	2
371	8	1	-9	1	2
372	3	1	9	1	4
373	5	5	-999	1	8
374	1	1	7	1	3
375	3	2	9	1	4
376	-999	2	8	1	4
377	-999	2	5	1	3
378	1	3	5	1	5
379	-999	1	7	0	2
380	4	1	7	-999	2
381	1	2	2	1	4
382	-999	2	1	1	6
383	-999	1	7	1	2
384	1	1	2	1	2
385	-999	1	-9	0	2
386	3	1	9	1	3
387	-999	1	8	1	5
388	1	-999	5	1	-999
389	-999	3	-999	1	4
390	1	-999	2	1	-999
391	5	5	8	-999	6
392	5	-999	8	-999	-999
393	8	3	-999	1	4
394	1	1	8	1	5
395	-999	1	-9	0	2
396	8	1	5	-999	4
397	-999	1	5	1	2
398	1	-999	4	1	-999
399	1	2	-999	1	5
400	1	2	-999	1	6
401	-999	1	-9	1	3
402	-999	1	3	1	3
403	2	4	8	1	5
404	-999	2	2	1	4
405	5	-999	9	-999	-999
406	-999	2	8	1	6
407	5	2	8	1	6
408	-999	1	5	1	3
409	-999	1	-9	1	2
410	5	2	-999	1	6
411	5	5	-999	1	8
412	5	5	-999	1	8
413	5	5	-999	1	8
414	-999	1	3	1	4
415	1	2	9	1	5
416	-999	3	-999	1	6
417	9	1	-999	1	2
418	5	5	-999	1	7
419	8	3	-9	1	5
420	1	2	7	1	5
421	1	2	4	-999	3
422	-999	1	4	1	3
423	-999	2	-999	1	7
424	1	1	7	1	3
425	1	2	8	1	6
426	-999	1	6	1	3
427	5	5	9	1	6
428	1	2	5	1	5
429	-999	1	5	1	3
430	-999	1	4	1	2
431	-999	4	8	1	5
432	1	3	-999	1	5
433	-999	1	9	1	3
434	3	4	-999	1	6
435	1	1	8	-999	3
436	5	-999	2	-999	-999
437	-999	2	-999	1	8
438	1	2	8	1	6
439	2	4	-999	1	5
440	-999	1	4	1	2
441	4	1	9	0	2
442	5	1	-999	1	8
443	8	1	8	1	6
444	1	5	6	1	5
445	1	2	5	1	6
446	-999	1	-999	1	4
447	8	1	-999	1	2
448	5	2	-999	1	7
449	5	2	3	1	7
450	-999	1	-999	1	5
451	5	4	-999	1	7
452	1	1	3	-999	3
453	5	2	7	1	7
454	6	1	-9	0	2
455	-999	1	8	1	3
456	-999	2	-999	1	5
457	5	5	4	1	6
458	1	4	7	1	5
459	-999	5	-999	1	8
460	6	1	-9	0	2
461	-999	2	8	1	3
462	-999	5	-999	1	8
463	5	5	3	1	8
464	5	2	8	1	7
465	-999	2	-999	1	4
466	1	1	9	1	2
467	1	1	5	1	3
468	3	1	4	1	5
469	-999	4	-999	1	5
470	1	2	5	-999	6
471	3	1	9	-999	5
472	1	1	4	-999	3
473	9	1	-9	-999	2
474	5	5	-999	1	7
475	-999	1	-999	1	3
476	5	5	9	1	8
477	-999	1	4	1	2
478	-999	4	-999	1	4
479	1	-999	3	-999	-999
480	-999	2	6	1	3
481	7	2	-999	1	7
482	5	2	9	1	7
483	-999	2	4	1	6
484	1	2	4	1	6
485	7	2	-9	1	6
486	3	2	-999	1	4
487	5	-999	7	-999	-999
488	-999	2	4	1	5
489	-999	2	-999	1	8
490	-999	4	1	1	4
491	1	2	4	1	5
492	-999	1	4	1	3
493	-999	3	6	1	3
494	2	2	5	-999	6
495	1	2	-999	1	5
496	-999	2	-999	1	8
497	-999	2	8	1	4
498	2	-999	3	-999	-999
499	-999	1	3	1	3
500	1	2	5	1	4
501	-999	1	6	1	2
502	5	5	-999	1	8
503	-999	1	-999	0	2
504	1	1	-999	1	3
505	-999	2	-999	1	3
506	5	5	-999	1	7
507	7	1	5	1	3
508	-999	2	4	1	4
509	1	2	-999	1	6
510	1	2	8	-999	5
511	2	1	2	1	6
512	-999	2	4	1	5
513	1	1	5	1	2
514	-999	1	1	1	3
515	-999	2	5	1	5
516	-999	2	-999	1	5
517	-999	2	-999	1	7
518	-999	4	6	1	4
519	5	2	6	1	6
520	-999	2	-999	1	6
521	5	2	-999	1	8
522	4	1	7	0	2
523	5	5	6	1	7
524	1	5	1	1	5
525	5	2	6	-999	7
526	6	1	-999	0	3
527	5	2	-999	1	7
528	1	1	3	1	3
529	5	2	-999	1	7
530	5	2	4	1	6
531	1	2	2	1	5
532	1	1	2	1	4
533	-999	1	2	1	5
534	-999	1	-999	1	5
535	-999	2	2	1	4
536	-999	2	7	1	4
537	1	2	2	1	4
538	5	1	4	1	6
539	-999	2	7	1	4
540	1	2	-999	1	6
541	-999	4	-999	1	8
542	-999	2	5	1	5
543	-999	1	5	1	3
544	1	2	8	1	6
545	1	2	-999	1	7
546	4	1	-9	0	2
547	1	1	2	1	4
548	5	4	2	1	7
549	1	2	7	1	6
550	1	2	9	-999	5
551	1	2	4	1	4
552	1	2	6	1	4
553	5	5	-999	1	8
554	-999	4	9	1	3
555	7	2	-9	1	4
556	5	5	9	1	8
557	9	4	3	1	4
558	7	3	7	1	3
559	1	2	-999	1	4
560	5	2	6	1	7
561	1	2	8	1	6
562	5	2	-9	-999	7
563	1	2	-999	1	4
564	1	1	8	1	4
565	5	5	-999	1	8
566	1	4	3	1	4
567	1	2	3	1	5
568	5	2	7	1	8
569	1	4	3	1	5
570	1	-999	1	1	-999
571	5	2	-999	1	6
572	-999	2	-999	1	8
573	1	2	3	1	5
574	5	2	2	1	7
575	-999	2	-999	1	6
576	-999	2	-999	1	8
577	1	2	6	-999	4
578	1	1	-999	1	2
579	-999	1	6	1	2
580	5	2	-999	1	7
581	-999	2	2	1	4
582	-999	2	8	1	5
583	-999	2	4	1	4
584	-999	3	-999	1	8
585	-999	2	1	1	5
586	1	-999	7	-999	-999
587	3	1	-9	1	2
588	3	1	9	1	4
589	-999	4	-999	1	5
590	1	1	2	1	3
591	5	5	-999	1	7
592	-999	2	7	1	4
593	5	-999	9	1	-999
594	4	2	6	0	3
595	1	3	3	-999	4
596	-999	4	-999	1	5
597	-999	2	-999	1	5
598	5	2	4	1	7
599	-999	2	6	1	6
600	5	5	5	1	7
601	5	2	-9	-999	6
602	3	4	-999	1	6
603	-999	2	5	1	3
604	5	5	-9	-999	8
605	8	-999	-9	-999	-999
606	3	2	7	1	5
607	-999	2	4	1	5
608	9	1	-999	1	3
609	-999	2	2	1	4
610	-999	2	-999	1	5
611	-999	2	4	1	2
612	2	2	-999	1	6
613	1	2	9	1	4
614	1	1	7	1	3
615	-999	2	9	1	7
616	1	2	-999	1	4
617	1	1	-999	1	5
618	1	2	6	-999	5
619	8	1	-9	1	3
620	5	-999	-9	-999	-999
621	1	4	7	1	4
622	-999	1	8	1	4
623	3	-999	-9	-999	-999
624	-999	2	5	1	7
625	-999	5	-999	1	8
626	-999	1	8	1	4
627	6	1	-9	0	2
628	5	2	4	1	7
629	1	4	-999	1	6
630	8	4	9	1	5
631	1	-999	9	-999	-999
632	-999	1	-999	1	5
633	1	2	5	1	4
634	-999	1	-999	1	4
635	5	2	9	1	7
636	3	1	6	1	2
637	-999	2	-999	1	4
638	1	1	4	1	2
639	-999	4	8	1	5
640	-999	4	-999	1	6
641	-999	2	5	1	6
642	-999	5	2	1	8
643	2	2	1	-999	6
644	-999	5	7	1	8
645	1	2	6	1	4
646	1	1	3	1	3
647	1	4	5	1	5
648	6	1	9	0	2
649	4	1	-9	0	2
650	-999	2	6	1	5
651	-999	2	-999	1	8
652	5	5	-999	1	8
653	1	2	-999	1	4
654	1	2	8	1	6
655	-999	4	-999	1	7
656	5	5	9	1	8
657	1	2	3	1	5
658	2	2	1	-999	6
659	5	2	2	1	8
660	1	1	-999	1	2
661	-999	2	2	1	6
662	5	2	-999	1	8
663	6	1	-9	0	2
664	5	2	-999	1	8
665	5	5	-999	1	8
666	1	2	1	1	5
667	-999	2	5	1	5
668	-999	5	-999	1	7
669	-999	2	-999	1	4
670	1	5	8	-999	7
671	9	2	-999	1	5
672	-999	2	-999	1	6
673	-999	4	-999	1	8
674	8	4	3	1	6
675	-999	2	1	1	4
676	-999	2	5	1	3
677	-999	1	-999	1	4
678	5	5	-999	1	7
679	1	4	4	1	5
680	9	1	7	-999	2
681	-999	4	-999	1	4
682	5	2	7	1	6
683	1	4	-999	1	4
684	1	1	-999	1	4
685	-999	2	-999	1	7
686	-999	1	-999	1	3
687	-999	1	3	1	2
688	5	5	9	1	8
689	-999	1	9	1	4
690	1	1	-999	1	4
691	-999	2	-999	1	8
692	6	1	-9	0	2
693	7	2	-999	1	6
694	5	4	8	1	8
695	-999	1	2	1	3
696	-999	2	-999	1	7
697	5	4	3	1	8
698	-999	2	2	1	4
699	5	2	4	-999	6
700	-999	2	2	1	7
701	1	1	-999	1	3
702	5	5	2	-999	8
703	1	2	4	1	6
704	5	4	-999	1	6
705	1	2	2	1	5
706	6	1	-999	0	2
707	-999	2	-999	1	4
708	1	2	2	1	4
709	-999	1	5	1	3
710	-999	2	4	1	6
711	6	1	-9	0	2
712	1	-999	9	1	-999
713	7	2	4	-999	5
714	5	4	1	1	7
715	3	1	-999	1	3
716	5	2	-999	1	7
717	-999	4	-999	1	6
718	4	1	6	0	2
719	1	1	-999	1	3
720	1	1	3	1	3
721	-999	2	2	1	3
722	-999	2	-999	1	4
723	1	2	4	1	4
724	-999	2	5	1	5
725	6	1	7	0	3
726	-999	2	1	1	6
727	1	1	4	-999	2
728	-999	2	-999	1	7
729	1	2	1	1	5
730	-999	2	2	1	6
731	5	5	7	-999	7
732	1	2	6	1	5
733	1	2	-999	1	5
734	1	4	7	-999	4
735	1	2	6	1	3
736	8	-999	9	-999	-999
737	-999	2	-999	1	4
738	1	2	9	1	4
739	8	4	-999	1	6
740	1	1	2	1	5
741	-999	1	5	1	5
742	-999	1	3	1	4
743	2	-999	6	-999	-999
744	-999	2	-999	1	4
745	1	4	-999	1	4
746	-999	2	7	1	4
747	-999	1	2	1	4
748	1	1	6	1	2
749	-999	2	3	1	3
750	5	-999	3	-999	-999
751	8	5	5	-999	6
752	-999	2	4	1	4
753	7	1	7	1	3
754	-999	1	4	1	2
755	1	1	6	1	3
756	5	2	-999	1	8
757	8	4	4	1	5
758	1	2	-999	1	4
759	-999	5	-999	1	7
760	1	1	6	1	3
761	2	1	9	-999	3
762	-999	1	6	1	3
763	5	4	9	1	7
764	-999	4	9	1	5
765	3	2	8	-999	5
766	5	4	-999	1	8
767	1	4	6	1	5
768	-999	4	5	1	5
769	5	4	9	-999	8
770	5	2	-9	1	8
771	1	-999	3	1	-999
772	2	1	3	1	2
773	-999	1	8	1	3
774	-999	1	-999	1	5
775	-999	2	5	1	5
776	5	2	4	1	8
777	4	1	-9	0	2
778	5	2	-999	1	7
779	-999	2	1	1	5
780	-999	2	-999	1	7
781	8	1	5	1	2
782	-999	2	-999	1	8
783	1	1	4	1	5
784	5	2	4	1	7
785	9	1	2	1	3
786	-999	2	3	1	4
787	4	1	8	0	2
788	1	1	-999	1	2
789	-999	4	-999	1	7
790	-999	3	8	1	4
791	3	1	5	1	3
792	-999	4	7	1	4
793	1	2	8	1	5
794	-999	3	7	0	3
795	5	3	-999	1	7
796	-999	1	7	0	2
797	-999	1	8	1	3
798	-999	2	8	1	4
799	1	2	9	1	4
800	6	1	4	0	2
801	6	1	-9	0	2
802	-999	1	8	1	6
803	-999	3	8	1	4
804	-999	4	5	1	7
805	-999	1	-999	1	6
806	1	1	9	1	4
807	-999	2	4	1	5
808	-999	5	-999	1	5
809	1	1	8	1	3
810	-999	4	5	1	6
811	2	4	-999	1	6
812	-999	2	-999	1	4
813	-999	2	2	1	6
814	5	2	-999	1	7
815	1	2	4	1	6
816	4	1	7	0	2
817	-999	1	7	1	3
818	1	-999	7	-999	-999
819	5	5	-999	1	7
820	3	1	9	-999	4
821	3	-999	5	-999	-999
822	5	5	-999	1	8
823	5	5	5	1	7
824	7	2	9	1	3
825	-999	4	4	1	5
826	8	4	7	-999	4
827	-999	1	6	1	2
828	8	2	-999	1	5
829	-999	2	-999	1	5
830	8	2	-999	1	4
831	1	1	7	1	4
832	5	2	-999	1	8
833	-999	4	-999	1	5
834	5	3	-999	1	7
835	-999	2	-999	1	5
836	-999	2	6	1	6
837	1	2	4	1	4
838	7	1	9	1	3
839	5	2	5	1	6
840	3	1	9	1	2
841	7	2	8	1	5
842	9	1	-9	1	4
843	3	1	8	1	3
844	-999	1	2	1	2
845	8	2	4	1	4
846	3	1	8	-999	4
847	7	1	-999	1	3
848	-999	5	-999	1	8
849	3	1	-9	1	2
850	3	1	4	-999	2
851	1	2	7	1	3
852	7	1	6	-999	3
853	-999	2	-999	1	8
854	5	2	-999	1	8
855	5	5	-999	1	7
856	5	2	-9	1	6
857	5	2	-999	1	7
858	1	2	-999	1	5
859	-999	2	-999	1	6
860	1	2	6	1	4
861	-999	2	-999	1	5
862	-999	5	-999	1	5
863	-999	2	-999	1	5
864	1	1	5	1	2
865	1	2	-999	1	5
866	-999	4	8	1	6
867	7	3	9	1	3
868	1	1	9	1	4
869	1	-999	7	1	-999
870	1	2	4	-999	4
871	-999	2	-999	1	7
872	5	2	-999	1	7
873	6	1	-9	-999	2
874	1	2	7	1	3
875	1	2	1	-999	5
876	5	2	-999	1	8
877	5	2	2	-999	7
878	-999	2	2	1	3
879	-999	1	5	1	2
880	-999	2	-999	1	6
881	5	5	-999	1	8
882	2	2	1	1	5
883	5	2	-999	1	5
884	1	1	8	1	3
885	5	2	1	1	8
886	1	1	4	1	3
887	1	1	7	1	3
888	1	2	2	1	5
889	5	2	9	1	7
890	5	5	9	1	8
891	-999	2	-999	1	7
892	1	2	-999	1	5
893	1	-999	2	-999	-999
894	-999	1	2	1	3
895	-999	4	-999	1	5
896	1	1	1	-999	2
897	1	-999	2	1	-999
898	8	1	-9	1	5
899	5	4	-999	1	6
900	1	1	6	1	3
901	-999	5	2	1	6
902	-999	2	7	1	5
903	1	2	-999	1	6
904	1	1	3	1	3
905	-999	2	-999	1	5
906	-999	2	-999	1	6
907	1	1	9	1	3
908	1	1	2	1	4
909	-999	1	9	1	3
910	1	2	2	-999	5
911	-999	1	3	1	3
912	-999	2	3	1	7
913	-999	1	2	1	3
914	-999	2	5	1	6
915	-999	1	-999	1	4
916	-999	2	2	1	3
917	7	2	-999	1	4
918	-999	2	3	1	4
919	-999	2	2	1	3
920	5	5	-999	1	7
921	-999	4	2	1	3
922	-999	4	-999	1	4
923	-999	1	2	0	2
924	1	-999	3	1	-999
925	-999	5	-999	1	8
926	1	4	6	1	6
927	-999	2	4	1	5
928	1	2	3	-999	6
929	1	2	6	-999	3
930	1	1	2	1	3
931	-999	1	7	1	2
932	1	2	9	1	5
933	1	3	8	-999	4
934	-999	1	2	1	3
935	1	3	7	1	3
936	-999	2	-999	1	6
937	8	4	7	1	4
938	-999	1	4	1	3
939	-999	2	6	1	4
940	1	2	4	1	3
941	1	2	9	-999	6
942	-999	1	7	1	3
943	-999	1	-999	1	4
944	6	1	-9	0	2
945	1	2	7	1	5
946	1	1	5	1	2
947	5	2	-9	1	8
948	3	1	9	1	2
949	-999	5	5	1	8
950	-999	2	4	1	4
951	2	2	9	1	4
952	7	2	9	1	5
953	-999	2	-999	1	6
954	-999	1	5	1	3
955	5	5	-999	1	8
956	1	1	9	1	2
957	-999	2	-999	1	6
958	5	5	8	1	7
959	-999	4	1	1	6
960	-999	2	1	1	5
961	-999	1	-9	1	5
962	-999	2	-999	1	5
963	-999	2	5	1	4
964	6	-999	-9	-999	-999
965	5	2	9	1	7
966	5	1	-999	1	7
967	-999	2	-999	1	3
968	4	1	7	0	2
969	1	1	-999	1	3
970	1	2	3	1	5
971	-999	5	-999	1	8
972	-999	2	-999	1	5
973	-999	2	-999	1	6
974	-999	2	3	1	5
975	-999	4	4	1	3
976	5	2	8	1	8
977	5	5	-999	1	8
978	5	2	2	1	6
979	-999	2	9	1	5
980	-999	2	8	1	5
981	4	1	7	0	2
982	-999	1	2	1	3
983	-999	2	2	1	4
984	3	2	-999	1	5
985	-999	2	-999	1	5
986	-999	2	-999	1	6
987	8	4	-999	1	5
988	9	1	9	1	2
989	1	-999	6	-999	-999
990	1	2	6	1	4
991	5	2	4	1	6
992	1	2	4	1	6
993	4	1	9	0	2
994	5	2	4	-999	6
995	1	-999	9	-999	-999
996	-999	5	-9	1	8
997	-999	2	-999	1	5
998	1	2	4	1	5
999	-999	2	-999	1	8
1000	-999	1	9	1	4
1001	-999	3	-999	1	2
1002	-999	3	-999	1	4
1003	-999	1	3	1	3
1004	-999	2	2	1	5
1005	1	-999	9	1	-999
1006	1	2	-999	1	5
1007	-999	2	-999	1	3
1008	1	2	8	-999	6
1009	5	4	4	1	7
1010	5	2	-999	1	6
1011	1	1	9	1	2
1012	5	2	9	1	8
1013	1	2	8	-999	6
1014	3	1	5	1	3
1015	1	-999	9	-999	-999
1016	-999	2	-999	1	4
1017	-999	4	6	1	3
1018	-999	5	-999	1	8
1019	5	5	9	1	8
1020	1	2	4	-999	3
1021	-999	2	-999	1	5
1022	5	-999	4	1	-999
1023	1	2	-999	1	5
1024	-999	1	-999	1	2
1025	1	2	5	1	5
1026	-999	1	4	1	3
1027	-999	4	9	1	2
1028	-999	2	-999	1	5
1029	5	2	-999	1	7
1030	7	1	1	1	4
1031	-999	2	-999	1	6
1032	-999	2	-999	1	8
1033	-999	2	2	1	3
1034	1	-999	4	1	-999
1035	6	1	7	0	2
1036	5	5	-999	1	7
1037	-999	1	-9	1	5
1038	3	1	6	1	2
1039	3	1	-9	-999	2
1040	-999	4	8	1	3
1041	-999	1	9	1	2
1042	5	4	-999	1	6
1043	-999	1	9	1	2
1044	8	4	-999	1	5
1045	5	5	5	-999	8
1046	7	1	9	1	4
1047	-999	5	-999	1	7
1048	4	4	9	0	3
1049	1	-999	9	1	-999
1050	5	2	-999	1	8
1051	-999	2	8	1	6
1052	1	1	9	1	3
1053	1	2	9	1	4
1054	-999	1	7	1	2
1055	-999	1	9	1	5
1056	-999	1	7	1	3
1057	-999	5	-999	1	8
1058	2	-999	7	-999	-999
1059	-999	3	-999	1	4
1060	-999	1	7	1	2
1061	2	2	9	-999	4
1062	1	3	-999	1	5
1063	5	2	-9	1	8
1064	1	2	7	1	4
1065	1	1	-999	1	4
1066	5	2	9	1	7
1067	-999	2	-999	1	4
1068	-999	5	9	1	5
1069	-999	5	-999	1	5
1070	-999	1	2	1	3
